#GeneID	PubMed_ID	Gene_name
67442154	11441809	thioredoxin family protein
67442154	12074972	thioredoxin family protein
67442154	15558583	thioredoxin family protein
67442154	30367780	thioredoxin family protein
67442155	8831795	PadR family transcriptional regulator
67442155	10473770	PadR family transcriptional regulator
67442155	10679470	PadR family transcriptional regulator
67442155	10908318	PadR family transcriptional regulator
67442155	15808743	PadR family transcriptional regulator
67442156	38809013	HAAS signaling domain-containing protein
67442157	35464957	TonB-dependent receptor
67442157	36944260	TonB-dependent receptor
67442158	9409145	AraC family transcriptional regulator
67442158	9573603	AraC family transcriptional regulator
67442158	11282467	AraC family transcriptional regulator
67442158	12270809	AraC family transcriptional regulator
67442158	14697267	AraC family transcriptional regulator
67442158	19478949	AraC family transcriptional regulator
67442158	33837749	AraC family transcriptional regulator
67442159	10386596	LysE family translocator
67442159	10943564	LysE family translocator
67442159	15150242	LysE family translocator
67442159	16098526	LysE family translocator
67442160	11129791	nuclear transport factor 2 family protein
67442160	11529502	nuclear transport factor 2 family protein
67442160	24246060	nuclear transport factor 2 family protein
67442161	10941792	efflux RND transporter permease subunit
67442161	19026770	efflux RND transporter permease subunit
67442162	32073314	efflux RND transporter periplasmic adaptor subunit
67442163	8257110	LysR family transcriptional regulator
67442163	15808743	LysR family transcriptional regulator
67442163	19047729	LysR family transcriptional regulator
67442165	10049801	co-chaperone GroES
67442165	11340060	co-chaperone GroES
67442165	15944406	co-chaperone GroES
67442166	12475168	chaperonin GroEL
67442168	25424032	PA4780 family RIO1-like protein kinase
67442168	30515528	PA4780 family RIO1-like protein kinase
67442169	8917074	transposase
67442169	8973350	transposase
67442169	9180700	transposase
67442172	7868596	magnesium transporter
67442172	9622348	magnesium transporter
67442173	12405346	HPr family phosphocarrier protein
67442175	9537369	PTS IIA-like nitrogen regulatory protein PtsN
67442179	16765569	lipopolysaccharide transport periplasmic protein LptA
67442179	17056748	lipopolysaccharide transport periplasmic protein LptA
67442181	6246070	3-deoxy-manno-octulosonate-8-phosphatase KdsC
67442181	12639950	3-deoxy-manno-octulosonate-8-phosphatase KdsC
67442186	8336670	MlaC/ttg2D family ABC transporter substrate-binding protein
67442186	15313236	MlaC/ttg2D family ABC transporter substrate-binding protein
67442186	19383799	MlaC/ttg2D family ABC transporter substrate-binding protein
67442186	24638992	MlaC/ttg2D family ABC transporter substrate-binding protein
67442186	25750732	MlaC/ttg2D family ABC transporter substrate-binding protein
67442186	26517916	MlaC/ttg2D family ABC transporter substrate-binding protein
67442186	28388411	MlaC/ttg2D family ABC transporter substrate-binding protein
67442186	33837253	MlaC/ttg2D family ABC transporter substrate-binding protein
67442187	10662676	STAS domain-containing protein
67442187	22116355	STAS domain-containing protein
67442189	24463011	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
67442191	10800595	trans-sulfuration enzyme family protein
67442191	11933250	trans-sulfuration enzyme family protein
67442191	12715888	trans-sulfuration enzyme family protein
67442191	17109392	trans-sulfuration enzyme family protein
67442193	24638992	sulfate/molybdate ABC transporter ATP-binding protein
67442193	25750732	sulfate/molybdate ABC transporter ATP-binding protein
67442196	8336670	sulfate ABC transporter substrate-binding protein
67442198	12369917	alpha/beta hydrolase
67442198	19508187	alpha/beta hydrolase
67442198	31545554	alpha/beta hydrolase
67442198	37582413	alpha/beta hydrolase
67442199	11442831	outer membrane-stress sensor serine endopeptidase DegS
